filename,duration,model,transcription,processing_time,processing_time_per_duration,status
11730158932997602400.wav,11760.0,whisper_cpp,"[t0=0, t1=700, text=In addition, there are fewer time restrictions with the possibility of flexible working hours., t0=700, t1=984, text=Verammer, 1998.]",118.38006973266602,0.010066332460260716,Success
11730158932997602400.wav,11760.0,openai_whisper," In addition, there are fewer time restrictions with the possibility of flexible working hours. Verummer, 1998.",217.64802932739258,0.01850748548702318,Success
11730158932997602400.wav,11760.0,vosk,in addition there are fewer time restrictions with the possibility of flexible working hours brammer nineteen ninety eight,730.0291061401367,0.062077304943889175,Success
13007780298853673823.wav,13740.0,mlx_whisper," This can be done in a normal car with careful planning, but a 4x4 is highly advised and many locations are only accessible with a high wheel base 4x4.",206.22992515563965,0.015009455979304196,Success
13007780298853673823.wav,13740.0,apple_speech,This can be done in a normal car with careful planning but a 4 x 4 is highly advised and many locations are early accessible with a high wheelbase 4 x 4,704.6940326690674,0.05128777530342558,Success
13007780298853673823.wav,13740.0,whisper_cpp,"[t0=0, t1=830, text=This can be done in a normal car with careful planning, but a 4x4 is highly advised and many, t0=830, t1=1264, text=locations are early accessible with a high wheel base 4x4.]",154.48331832885742,0.011243327389290934,Success
13007780298853673823.wav,13740.0,openai_whisper," This can be done in a normal car with careful planning, but a 4x4 is highly advised and many locations are early accessible, with a high wheel base 4x4.",270.3990936279297,0.01967970113740391,Success
13007780298853673823.wav,13740.0,vosk,this can be done in a normal car with careful planning but a four by four is highly advise day and many locations early accessible with a high wheelbase four by four,901.2250900268555,0.06559134570792252,Success
13013475117376630122.wav,6720.0,mlx_whisper, A couple may decide it's not in their best interest or in the interest of the child to raise a baby.,193.1619644165039,0.02874433994293213,Success
13013475117376630122.wav,6720.0,apple_speech,A couple may decide it's not in their best interest or in the interest of their child to raise a baby,302.2341728210449,0.04497532333646502,Success
13013475117376630122.wav,6720.0,whisper_cpp,"[t0=0, t1=512, text=A couple may decide it's not in their best interest or in the interest of the child to, t0=512, t1=588, text=raise a baby.]",118.90792846679688,0.017694632212320965,Success
13013475117376630122.wav,6720.0,openai_whisper, A couple may decide it's not in their best interest or in the interest of the child to raise a baby.,223.34623336791992,0.03323604663213094,Success
13013475117376630122.wav,6720.0,vosk,a couple may decide it's not in their best interest or in the interests of their child to raise a baby,643.4900760650635,0.09575745179539635,Success
13310918830133945153.wav,6900.0,mlx_whisper, These can be dangerous if the traveler pursue the mirage wasting precious energy and remaining water.,157.80305862426758,0.022870008496270664,Success
13310918830133945153.wav,6900.0,apple_speech,These can be dangerous if the traveler pursue the Mirage wasting precious energy and remaining water,403.1679630279541,0.05843013956926871,Success
13310918830133945153.wav,6900.0,whisper_cpp,"[t0=0, t1=600, text=These can be dangerous if the traveler pursue the mirage wasting precious energy and remaining water.]",109.8942756652832,0.015926706618156986,Success
13310918830133945153.wav,6900.0,openai_whisper, These can be dangerous if the traveler pursue the mirage wasting precious energy and remaining water.,205.0151824951172,0.02971234528914742,Success
13310918830133945153.wav,6900.0,vosk,these can be dangerous if the traveler pursue the mirage wasting precious energy and remaining water,597.8131294250488,0.08663958397464476,Success
1381204175168571986.wav,7020.0,mlx_whisper," Books and magazines dealing with wilderness survival are common, but publications dealing with war zones are few.",163.1031036376953,0.023234060347250046,Success
1381204175168571986.wav,7020.0,apple_speech,Books and magazines dealing with wilderness survival are common but publications dealing with war zones are few,402.88615226745605,0.057391189781688896,Success
1381204175168571986.wav,7020.0,whisper_cpp,"[t0=0, t1=600, text=Books and magazines dealing with wilderness survival are common, but publications dealing with war zones are few.]",108.45494270324707,0.015449422037499582,Success
1381204175168571986.wav,7020.0,openai_whisper," Books and magazines dealing with wilderness survival are common, but publications dealing with war zones are few.",213.2117748260498,0.030372047696018492,Success
1381204175168571986.wav,7020.0,vosk,books and magazines doing with wilderness survival are common but publications dealing with war zones are few,585.0338935852051,0.08333816147937394,Success
13933079168593607907.wav,9060.0,mlx_whisper," While authorities are unsure in the credibility of the threat, the Maryland Transportation Authority made the closure with the urging of the FBI.",182.0237636566162,0.020090923140906866,Success
13933079168593607907.wav,9060.0,apple_speech,While authorities are unsure in the credibility of the threat the Maryland Transportation Authority made the closure with the urging of the FBI,503.7341117858887,0.055599791587846434,Success
13933079168593607907.wav,9060.0,whisper_cpp,"[t0=0, t1=800, text=While authorities run short on the credibility of the threat, the Maryland Transportation Authority made the closure with the urging of the FBI.]",114.57991600036621,0.012646789845515035,Success
13933079168593607907.wav,9060.0,openai_whisper," While authorities run short on the credibility of the threat, the Maryland Transportation Authority made the closure with the urging of the FBI.",232.96117782592773,0.025713154285422486,Success
13933079168593607907.wav,9060.0,vosk,while authorities are ensuring the credibility of the threat the maryland transportation with really need the closure with their region of the f b i,839.0130996704102,0.0926063023918775,Success
14042918597356769937.wav,17460.0,mlx_whisper," Sincitary, which means five lands, comprises the five small coastal villages of Riga Mori, Manorola, Coringula, Varanza, and Montar also located in the Italian region of Laguria.",214.04695510864258,0.012259275779418247,Success
14042918597356769937.wav,17460.0,apple_speech,Secretary which means five lands comprises the five small coastal villages of Rigo Mori Manola Koringa Barraza and Monteroso located in the Italian region of LaGuardia,2120.086908340454,0.12142536702980837,Success
14042918597356769937.wav,17460.0,whisper_cpp,"[t0=0, t1=648, text=Cinke Teri, which means five lands, comprises the five small coastal villages of Riga, t0=648, t1=1576, text=Mori, Manarola, Coringula, Veranasa, and Monteralso, located in the Italian region of, t0=1576, t1=1644, text=Lagoria.]",174.84188079833984,0.01001385342487628,Success
14042918597356769937.wav,17460.0,openai_whisper," Cinke Teri, which means five lands, comprises the five small coastal villages of Riga Mori, Manarola, Coringula, Veranasa, and Monteralso, located in the Italian region of LaGoria.",397.7499008178711,0.022780635785674175,Success
14042918597356769937.wav,17460.0,vosk,sync terry which means five lands comprises the five small coastal villages of riga mori mana roller coring gyula veronica and montero so located in the italian region of the gloria,1030.9839248657227,0.05904833475748698,Success
14068525756450011144.wav,9000.0,mlx_whisper," It is still produced today, but more importantly, it's aspect ratio, as been inherited by digital camera image sensor formats.",167.0091152191162,0.01855656835767958,Success
14068525756450011144.wav,9000.0,apple_speech,It is still produced today but more importantly it's aspect ratio has been inherited by digital camera image sensor formats,402.81176567077637,0.04475686285230848,Success
14068525756450011144.wav,9000.0,whisper_cpp,"[t0=0, t1=800, text=It is still produced today, but more importantly, its aspect ratio has been inherited by digital camera image sensor formats.]",101.81117057800293,0.01131235228644477,Success
14068525756450011144.wav,9000.0,openai_whisper," It is still produced today, but more importantly, its aspect ratio has been inherited by digital camera image sensor formats.",205.59191703796387,0.02284354633755154,Success
14068525756450011144.wav,9000.0,vosk,it is still produce today but more importantly it's aspect ratio has been inherited by digital camera image sensor formats,743.0210113525391,0.08255789015028211,Success
14223464699748513050.wav,11340.0,mlx_whisper," Although most agencies are willing to take on most regular bookings, many agents specialize in particular types of travel, budget ranges or destinations.",165.88211059570312,0.014628052080749835,Success
14223464699748513050.wav,11340.0,apple_speech,Although most agencies are willing to take on most regular bookings many agents specialize in particular types of travel budget ranges or destinations,503.42512130737305,0.04439374967437152,Success
14223464699748513050.wav,11340.0,whisper_cpp,"[t0=0, t1=584, text=Although most agencies are willing to take on most regular bookings, many agents, t0=584, t1=1032, text=specialize in particular types of travel, budget ranges, or destinations.]",124.4349479675293,0.010973099468036093,Success
14223464699748513050.wav,11340.0,openai_whisper," Although most agencies are willing to take on most regular bookings, many agents specialize in particular types of travel, budget ranges, or destinations.",247.7250099182129,0.021845238969860042,Success
14223464699748513050.wav,11340.0,vosk,although most agencies are willing to take on most regular bookings many agents specialize in particular types of travel budget ranges or destinations,788.3272171020508,0.06951739127884046,Success
14256803970948631799.wav,9960.0,mlx_whisper," But the Royal Navy was still much stronger than the German Navy, Kriegs Marine, and could have destroyed any invasion fleet sent across the English Channel.",182.16681480407715,0.018289840843782847,Success
14256803970948631799.wav,9960.0,apple_speech,But the Royal Navy was still much stronger than the German navy creeks marine and could've destroyed any invasion fleet sent across the English Channel,603.7418842315674,0.06061665504333006,Success
14256803970948631799.wav,9960.0,whisper_cpp,"[t0=0, t1=604, text=But the Royal Navy was still much stronger than the German Navy, Creaks Marine, and could, t0=604, t1=936, text=have destroyed any invasion fleet sent across the English Channel.]",120.80812454223633,0.0121293297733169,Success
14256803970948631799.wav,9960.0,openai_whisper," But the Royal Navy was still much stronger than the German Navy, Creaks Marine, and could have destroyed any invasion fleet sent across the English Channel.",239.66383934020996,0.02406263447190863,Success
14256803970948631799.wav,9960.0,vosk,but the royal navy was still much stronger than the german navy creaks marine and could have destroyed any invasion fleet sent across the english channel,795.1328754425049,0.07983261801631575,Success
14415198828097579659.wav,8940.0,mlx_whisper," As the ability to obtain knowledge and learn changed in such a way as mentioned above, the base rate at which knowledge was obtained changed.",171.1139678955078,0.01914026486526933,Success
14415198828097579659.wav,8940.0,apple_speech,As the ability to obtain knowledge and learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed,401.69405937194824,0.044932221406258195,Success
14415198828097579659.wav,8940.0,whisper_cpp,"[t0=0, t1=500, text=As the ability to obtain knowledge and learn changed in such a way as mentioned above,, t0=500, t1=800, text=the base rate at which knowledge was obtained changed.]",120.17416954040527,0.01344230084344578,Success
14415198828097579659.wav,8940.0,openai_whisper," As the ability to obtain knowledge and learn changed in such a way as mentioned above, the base rate at which knowledge was obtained changed.",241.77312850952148,0.027043974106210455,Success
14415198828097579659.wav,8940.0,vosk,as the ability to obtain knowledge and learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed,712.8791809082031,0.07974040054901602,Success
1465347591733339550.wav,10320.0,mlx_whisper, Iy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoesy mosquitoes,3590.0259017944336,0.34787072691806525,Success
1465347591733339550.wav,10320.0,apple_speech,The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house attached to a sophisticated system,906.796932220459,0.08786791978880416,Success
1465347591733339550.wav,10320.0,whisper_cpp,"[t0=0, t1=1000, text=The cities of Khara Pan Mohanjo, Dharu, had a flash toilet in almost every house, attached to a sophisticated sewage system.]",154.2530059814453,0.014946996703628422,Success
1465347591733339550.wav,10320.0,openai_whisper, The cities of Khara Pan Mohanjo Daro had a flash toilet in almost every house attached to a sophisticated sewage system.,238.08813095092773,0.0230705553247023,Success
1465347591733339550.wav,10320.0,vosk,the cities of her up and enjoy daughter had a real it in almost every else attached to a sophisticated sewage system,987.328052520752,0.09567132291867751,Success
15072411285443595825.wav,7440.0,mlx_whisper, Music is often recorded using sophisticated computers to process and mix sounds together.,152.58383750915527,0.020508580310370332,Success
15072411285443595825.wav,7440.0,apple_speech,Music is often recorded using sophisticated computers to process and mix sounds together,403.1548500061035,0.05418747983953004,Success
15072411285443595825.wav,7440.0,whisper_cpp,"[t0=0, t1=600, text=Music is often recorded using sophisticated computers to process and mix sounds together.]",103.87301445007324,0.013961426673396941,Success
15072411285443595825.wav,7440.0,openai_whisper, Music is often recorded using sophisticated computers to process and mix sounds together.,196.07877731323242,0.02635467437005812,Success
15072411285443595825.wav,7440.0,vosk,music is often recorded using sophisticated computers to process and mix sounds together,639.4202709197998,0.08594358480104836,Success
15369199871461233181.wav,10740.0,mlx_whisper," reindeer husband, dreie is an important livelihood among sami and their clotters around you. The trade is important also for many would other professions.",208.70709419250488,0.01943269033449766,Success
15369199871461233181.wav,10740.0,apple_speech,Reindeer husband tree is an important livelihood amongst Sammy and the culture surrounding the trade is important also for many with other professions,705.5270671844482,0.06569153325739742,Success
15369199871461233181.wav,10740.0,whisper_cpp,"[t0=0, t1=500, text=Rain Deer has been green, is an important livelihood among Sami and the, t0=500, t1=942, text=Cludger's surrounding the trade is important also for many with other, t0=942, t1=1204, text=professions.]",134.74106788635254,0.012545723266885711,Success
15369199871461233181.wav,10740.0,openai_whisper," Rain Deer has been, tree is an important livelihood among Sami and the Cludger's surrounding the trade is important also for many with other professions.",285.8467102050781,0.02661514992598493,Success
15369199871461233181.wav,10740.0,vosk,reindeer has been three is an important livelihood among sammy and the culture surrounding the trade is important also for many what other professions,873.7850189208984,0.08135800921051196,Success
15463674191913678833.wav,6720.0,mlx_whisper, Ring also settled a lawsuit with competing security company the ADT Corporation.,191.00213050842285,0.028422936087562925,Success
15463674191913678833.wav,6720.0,apple_speech,Ring also settle the lawsuit with competing security company the ADT corporation,301.4242649078369,0.04485480132557097,Success
15463674191913678833.wav,6720.0,whisper_cpp,"[t0=0, t1=600, text=Ring also settled a lawsuit with competing security company, the ADT Corporation.]",96.38595581054688,0.014343148186093285,Success
15463674191913678833.wav,6720.0,openai_whisper," Ring also settled a lawsuit with competing security company, the ADT Corporation.",208.71520042419434,0.031058809586933682,Success
15463674191913678833.wav,6720.0,vosk,ring also settled a lawsuit with competing security company the eighty ti corporation,568.493127822876,0.08459719164030892,Success
16170208603115931022.wav,8940.0,mlx_whisper," As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean.",175.19474029541016,0.01959672710239487,Success
16170208603115931022.wav,8940.0,apple_speech,As the storm is far from landfall it remains difficult to assess potential impact to the United States or Caribbean,401.7362594604492,0.044936941774099466,Success
16170208603115931022.wav,8940.0,whisper_cpp,"[t0=0, t1=500, text=As the storm is far from landfall, it remains difficult to assess potential, t0=500, t1=800, text=in fact to the United States or Caribbean.]",133.5439682006836,0.014937804049293468,Success
16170208603115931022.wav,8940.0,openai_whisper," As the storm is far from landfall, it remains difficult to assess potential in fact to the United States or Caribbean.",237.54286766052246,0.026570790566053968,Success
16170208603115931022.wav,8940.0,vosk,as the storm is far from landfall it remains difficult to assess potential impact to the united states or caribbean,688.6420249938965,0.07702930928343361,Success
16203023464143229913.wav,6240.0,mlx_whisper," For a few pennies, some children will tell you the story.",157.6669216156006,0.025267134874294966,Success
16203023464143229913.wav,6240.0,apple_speech,For a few pennies some children will tell you the story,303.3459186553955,0.04861312798964672,Success
16203023464143229913.wav,6240.0,whisper_cpp,"[t0=0, t1=432, text=For a few pennies, some children will tell you the story.]",112.030029296875,0.017953530336037662,Success
16203023464143229913.wav,6240.0,openai_whisper," For a few pennies, some children will tell you the story.",194.1850185394287,0.03111939399670332,Success
16203023464143229913.wav,6240.0,vosk,for a few pennies some children will tell you the story,568.9349174499512,0.09117546754005627,Success
16524613950842113141.wav,12660.0,mlx_whisper," In inland regions of northern Indian Pakistan, yogurt is commonly used in curries. In southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.",202.62718200683594,0.016005306635611054,Success
16524613950842113141.wav,12660.0,apple_speech,An inland regions of Northern Indian Pakistan yogurt is commonly used in curries in southern India and some other coastal regions of the subcontinent coconut milk is commonly used,703.6299705505371,0.05557898661536628,Success
16524613950842113141.wav,12660.0,whisper_cpp,"[t0=0, t1=512, text=In inland regions of northern India and Pakistan, yogurt is commonly used in, t0=512, t1=908, text=curries and southern India and some other coastal regions of the subcontinent,, t0=908, t1=1304, text=coconut milk is commonly used.]",161.6060733795166,0.01276509268400605,Success
16524613950842113141.wav,12660.0,openai_whisper," In inland regions of northern India and Pakistan, yogurt is commonly used in curries and southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.",297.2853183746338,0.023482252636226997,Success
16524613950842113141.wav,12660.0,vosk,in england regions of northern india and pakistan yogurt is commonly used increase in southern india and some other coastal regions of the subcontinent coconut milk is commonly used,824.0261077880859,0.06508895006225007,Success
16813367910590073998.wav,10740.0,mlx_whisper," Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number today on January 25th.",188.5671615600586,0.01755746383240769,Success
16813367910590073998.wav,10740.0,apple_speech,Curtis Cooper a mathematician and computer science professor at the University of Central Missouri has discovered the largest known prime number to date on January 25,504.3320655822754,0.04695829288475562,Success
16813367910590073998.wav,10740.0,whisper_cpp,"[t0=0, t1=580, text=Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri,, t0=580, t1=972, text=has discovered the largest known prime number to date on January 25th.]",135.27894020080566,0.012595804487970732,Success
16813367910590073998.wav,10740.0,openai_whisper," Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25th.",289.22510147094727,0.026929711496363806,Success
16813367910590073998.wav,10740.0,vosk,curtis cooper a mathematician and computer science professor at the university of central missouri has discovered the largest known prime number to date on january twenty fifth,815.8249855041504,0.07596135805439017,Success
17163255566122711394.wav,10200.0,mlx_whisper, Equator requires that Cuban citizens receive an invitation letter prior to entering Ecuador through international airports or frontier admission points.,169.3730354309082,0.016605199552049824,Success
17163255566122711394.wav,10200.0,apple_speech,Ecuador requires that Cuban citizens receive an invitation letter prior to entering Ecuador through international airports or frontier admission points,503.33380699157715,0.049346451665840896,Success
17163255566122711394.wav,10200.0,whisper_cpp,"[t0=0, t1=576, text=Ecuador requires that Cuban citizens receive an invitation letter prior to entering Ecuador, t0=576, t1=896, text=through international airports or frontier admission points.]",117.07305908203125,0.011477750890395221,Success
17163255566122711394.wav,10200.0,openai_whisper, Equidor requires that Cuban citizens receive an invitation letter prior to entering Equidor through international airports or frontier admission points.,237.7920150756836,0.023312942654478783,Success
17163255566122711394.wav,10200.0,vosk,ecuador requires that cuban citizens receive an invitation letter prior to entering ecuador through international airports or frontier admission points,751.7709732055664,0.07370303658878102,Success
17286796015073781105.wav,12060.0,mlx_whisper, The JAS-39C Grispen crashed into a runway around 9.30am local time and exploded causing the airport to close the airport to commercial flights.,185.21904945373535,0.01535813013712565,Success
17286796015073781105.wav,12060.0,apple_speech,The JAS 39C Grisman crashed into a runway around 9:30 AM local time and exploded causing the airport to closing the airport to commercial flights,806.1556816101074,0.06684541306883146,Success
17286796015073781105.wav,12060.0,whisper_cpp,"[t0=0, t1=1200, text=The JAS-39C Brisbane crashed into a runway around 9.30am local time and exploded, causing the airport to close in the airport to commercial flights.]",129.46105003356934,0.01073474710062764,Success
17286796015073781105.wav,12060.0,openai_whisper," The JAS-39C Brisbane crashed into a runway around 9.30am local time and exploded, causing the airport to close in the airport to commercial flights.",254.44984436035156,0.02109866039472235,Success
17286796015073781105.wav,12060.0,vosk,the j s three nine see grew spin crashed into a realm way around nine thirty am local time and exploded causing the airport to the closing airport to commercial flights,899.82008934021,0.07461194770648508,Success
1817943703308532619.wav,5460.0,mlx_whisper, Persian has a relatively easy and most regular grammar.,145.35903930664062,0.026622534671545902,Success
1817943703308532619.wav,5460.0,apple_speech,Persian has a relatively easy and most regular grammar,301.53822898864746,0.05522678186605265,Success
1817943703308532619.wav,5460.0,whisper_cpp,"[t0=0, t1=480, text=Persian has a relatively easy and most regular grammar.]",102.17118263244629,0.01871267081180335,Success
1817943703308532619.wav,5460.0,openai_whisper, Persian has a relatively easy and most regular grammar.,185.51301956176758,0.03397674350948124,Success
1817943703308532619.wav,5460.0,vosk,person has a relatively easy and most regular grammar,515.9223079681396,0.09449126519562998,Success
2272210760159527339.wav,13980.0,mlx_whisper, The sign was not physically damaged. The modification was done using black tarpulence decorated with signs of peace and heart to alter the O to relocate E.,201.94506645202637,0.014445283723320913,Success
2272210760159527339.wav,13980.0,apple_speech,The sign was not physically damaged the modification was done using black tarpaulins decorated with signs of peace and heart to alter the O to read lowercase E,1106.5549850463867,0.0791527170991693,Success
2272210760159527339.wav,13980.0,whisper_cpp,"[t0=0, t1=424, text=The sign was not physically damaged., t0=424, t1=976, text=The modification was done using black tarpolins decorated with signs of peace and heart, t0=976, t1=1244, text=to alter the o to re-lowercase e.]",176.11408233642578,0.01259757384380728,Success
2272210760159527339.wav,13980.0,openai_whisper, The sign was not physically damaged. The modification was done using black tarpolins decorated with signs of peace and heart to alter the o to re-lowercase e.,276.9908905029297,0.019813368419379807,Success
2272210760159527339.wav,13980.0,vosk,the sign was not physically damaged the modification was done using black tarpaulins decorated with signs of peace and heart to alter the old to read lower case he,918.626070022583,0.0657100193149201,Success
2665211433923201585.wav,6780.0,mlx_whisper," In late 2017, Siminoff appeared on Shopping Television Channel, QVC.",161.2842082977295,0.023788231312349483,Success
2665211433923201585.wav,6780.0,apple_speech,Elite 2017 Simov appeared on shopping television channel QVC,403.2011032104492,0.05946918926407806,Success
2665211433923201585.wav,6780.0,whisper_cpp,"[t0=0, t1=600, text=In late 2017, Siminoff appeared on Shopping Television Channel QVC.]",105.89599609375,0.01561887847990413,Success
2665211433923201585.wav,6780.0,openai_whisper," In late 2017, Siminoff appeared on Shopping Television Channel QVC.",222.68104553222656,0.032843812025402146,Success
2665211433923201585.wav,6780.0,vosk,in late two thousand and seventeen simonov appeared on shopping television channel qvc,617.591142654419,0.09109013903457507,Success
2913774196893839697.wav,4380.0,mlx_whisper, Liggen's followed his father's footsteps and entered a career in medicine.,151.98898315429688,0.03470068108545591,Success
2913774196893839697.wav,4380.0,apple_speech,Lincoln fell with his fathers footsteps and entered a career in medicine,402.70328521728516,0.09194138931901488,Success
